first_name,last_name,series,episode,signature_bake,technical,show_stopper,baker_age,baker_occupation,hometown,result
Richard,Burr,5,1,Pistachio and Strawberry Swiss Roll,10,Miniature Coffee & Walnut Cakes,38,Builder,"Mill Hill, London",IN
Chetna,Makan,5,2,Fenugreek and Carom Crackers,8,Day On The Beach,35,Fashion Designer,"Broadstairs, Kent",IN
Diana,Beard,5,2,Parmesan Triangles,7,"Express, First Class",69,Women's Institute (WI) Judge,"Alkington, Shropshire",IN
Enwezor,Nzegwu,5,2,Pumpkin and Sunflower Savoury Biscuits,9,Space Adventure Moon Scene,39,Business Consultant,"Portsmouth, Hampshire",OUT
Iain,Watters,5,2,Za'atar and Fig Biscuits,11,Wild West Scene,31,Construction Engineer,London/Belfast,IN
Jordan,Cox,5,2,"Sourdough, Parmesan and Chilli Biscuits",6,Monster Attack,32,IT Manager,"Sneinton, Nottingham",IN
Kate,Henry,5,2,Parmesan and Apple Biscuits,4,Tea Time,41,Furniture Restorer,"Brighton, East Sussex",IN
Luis,Troyano,5,2,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,3,George Versus The Dragon,42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,2,Caramelised Onion and Goat's Cheese Sandwich Biscuits,5,Ski Village Scene,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,2,Fennel and Rye Thins,2,Hansel and Gretel Scene,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Norman,Calder,5,2,Farthing Biscuits,10,Zulu Boats at Dawn,66,Retired Naval Officer,"Portknockie, Moray",IN
Richard,Burr,5,2,Rosemary Seeded Crackers,1,Pirates!,38,Builder,"Mill Hill, London",STAR BAKER
Chetna,Makan,5,3,Onion and Pine Nut Rolls,8,Rolled and Filled Twin Loaf,35,Fashion Designer,"Broadstairs, Kent",IN
Diana,Beard,5,3,Rustic Picnic Rolls,7,Sharing Savoury Pinwheel,69,Women's Institute (WI) Judge,"Alkington, Shropshire",IN
Iain,Watters,5,3,Cranberry and Walnut Rye Bread Rolls,9,Moroccan Plaited with a Bessara Dip,31,Construction Engineer,London/Belfast,IN
Jordan,Cox,5,3,Rye and Spelt Bread Rolls,10,Strawberry Raspberry Cheesecake Brioche,32,IT Manager,"Sneinton, Nottingham",OUT
Kate,Henry,5,3,Orange and Cardamom Rye Bread Knots,1,"Prosciutto, Olive and Coriander Bread",41,Furniture Restorer,"Brighton, East Sussex",IN
Luis,Troyano,5,3,Opposites Attract Rolls,2,Roscón de Reyes,42,Graphic Designer,"Poynton, Cheshire",STAR BAKER
Martha,Collison,5,3,Date and Walnut Rye Rolls,3,Stuffed Sunflower Loaf,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,3,Cider and Walnut Crusty Rolls,5,'Full English' Stromboli,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Norman,Calder,5,3,Rye Bread Rolls,4,Chicken and Roasted Vegetable Picnic Loaf,66,Retired Naval Officer,"Portknockie, Moray",IN
Richard,Burr,5,3,Rye and Cranberry Rolls,6,Pesto Pinwheel,38,Builder,"Mill Hill, London",IN
Chetna,Makan,5,4,"Rhubarb, Strawberry and Orange Puddings",3,"Mango, Raspberry and Coconut Baked Alaska",35,Fashion Designer,"Broadstairs, Kent",IN
Diana,Beard,5,4,Orange and Lemon Curd Pots,9,Raspberry Ripple Alaska Swan,69,Women's Institute (WI) Judge,"Alkington, Shropshire",IN
Iain,Watters,5,4,"Chocolate, Lime and Raspberry Fondants",6,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",31,Construction Engineer,London/Belfast,OUT
Kate,Henry,5,4,Chocolate and Salted Caramel Molten Puddings,7,"Pistachio, Raspberry and Chocolate Baked Alaska",41,Furniture Restorer,"Brighton, East Sussex",IN
Luis,Troyano,5,4,Pears in Puddings,2,Bakewell Alaska,42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,4,Peanut Butter Chocolate Fondants,1,Key Lime Baked Alaska,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,4,Pistachio Puddings with Chocolate Sauce,4,Summer Pudding Alaska,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Norman,Calder,5,4,Mini Sticky Toffee Puddings,8,Baked Alaska with Strawberry Surprise,66,Retired Naval Officer,"Portknockie, Moray",IN
Richard,Burr,5,4,Black Forest Chocolate Fondants,5,Tiramisu Baked Alaska,38,Builder,"Mill Hill, London",STAR BAKER
Chetna,Makan,5,5,Rice Custard Tart with Mangoes and Raspberries,2,Fusion Tiered Pies,35,Fashion Designer,"Broadstairs, Kent",IN
Kate,Henry,5,5,Rhubarb and Custard Tart,3,"Rhubarb, Prune and Apple Pies",41,Furniture Restorer,"Brighton, East Sussex",STAR BAKER
Luis,Troyano,5,5,Tropical Manchester Tart,6,Four Fruity Seasons Tower,42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,5,"Pistachio, Apricot and Honey Custard Tart",1,Three Little Pigs Pie,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,5,Chocolate Crusted Passion Fruit Tart,4,Trio of Apple Pies,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Norman,Calder,5,5,Tarte au Citron,5,Pieful Tower,66,Retired Naval Officer,"Portknockie, Moray",OUT
Richard,Burr,5,5,Fig and Orange Tart,7,Three Course Autumn Pie Feast,38,Builder,"Mill Hill, London",IN
Chetna,Makan,5,6,Orange Savarin with Cinnamon Cream,2,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,35,Fashion Designer,"Broadstairs, Kent",STAR BAKER
Kate,Henry,5,6,"Pecan, Chocolate and Sour Cherry Yeast Cake",6,Trio of Dobos Tortes,41,Furniture Restorer,"Brighton, East Sussex",IN
Luis,Troyano,5,6,Apple and Cinnamon Kugelhopf with Honeyed Apples,3,The Cage on the Rocky Hill,42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,6,Dark Chocolate and Almond Liqueur Savarin,4,Chess-Themed Chocolate and Salted Caramel Dobos Torte,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,6,Rum Punch Savarin with Coconut Cream and Tropical Fruits,1,Chocolate and Caramel Dobos Torte,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Richard,Burr,5,6,Fruity Guglhupf with an Orange Glaze,5,Sugar Forest Dobos Torte,38,Builder,"Mill Hill, London",IN
Chetna,Makan,5,7,Crispy Lentil Kachori,6,Chocolate and Mango & Lemon Meringue Éclairs,35,Fashion Designer,"Broadstairs, Kent",IN
Kate,Henry,5,7,Spinach and Paneer Spicy Samosa,4,Neapolitan & Lemon Meringue Éclairs,41,Furniture Restorer,"Brighton, East Sussex",OUT
Luis,Troyano,5,7,Childhood Empanadas,5,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,7,Mini Beef Wellingtons,3,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,17,Student,"Ascot, Berkshire",IN
Nancy,Birtwhistle,5,7,Spicy Duck Pasties,2,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Richard,Burr,5,7,Minted Lamb Pasties,1,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",38,Builder,"Mill Hill, London",STAR BAKER
Chetna,Makan,5,8,Date and Walnut Swirl Bread,1,Chocolate Mousse Filled DoughnutsBraided Doughnuts,35,Fashion Designer,"Broadstairs, Kent",IN
Luis,Troyano,5,8,Black Forest Cherry Tree,2,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",42,Graphic Designer,"Poynton, Cheshire",IN
Martha,Collison,5,8,Spiced Plum Iced Bread Swirl,5,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,17,Student,"Ascot, Berkshire",OUT
Nancy,Birtwhistle,5,8,Lincolnshire Plum Braid,3,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Richard,Burr,5,8,Fruit Swedish Tea Ring,4,Rhubarb and Custard and Toffee Apple Doughnuts,38,Builder,"Mill Hill, London",STAR BAKER
Chetna,Makan,5,9,Chocolate Orange Baklava Masala Chai Baklava,4,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",35,Fashion Designer,"Broadstairs, Kent",OUT
Luis,Troyano,5,9,Indian Rose BaklavaHalwa Baklava Rolls,1,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",42,Graphic Designer,"Poynton, Cheshire",IN
Nancy,Birtwhistle,5,9,Coffee and Chocolate BaklavaBreakfast Baklava,3,Raspberry NonnettesLime and Passion Fruit Entremets,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",IN
Richard,Burr,5,9,Rose and Pistachio BaklavaWalnut and Almond Baklava,2,Hazelnut Mocha EntremetsPink Grapefruit Entremets,38,Builder,"Mill Hill, London",STAR BAKER
Luis,Troyano,5,10,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",2,Village in Chocolate,42,Graphic Designer,"Poynton, Cheshire",Runner-up
Nancy,Birtwhistle,5,10,Apple and Lemon KitesRaspberry and Almond Croissants,1,Red Windmill,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",WINNER
Richard,Burr,5,10,Pear Pain au ChocolatPain Au Lait,3,Mill on the Hill,38,Builder,"Mill Hill, London",Runner-up
Alvin,Magallanes,6,1,Orange Vanilla and Fig Madeira Cake,2,Black Forest Gâteau,37,Nurse,"Bracknell, Berkshire",IN
Dorret,Conway,6,1,Madeira Cake with Candied Lemons,5,Enchanted Forest Gâteau,53,Accountant,"Penwortham, Lancashire",IN
Flora,Shedden,6,1,Blood Orange Madeira Cake,6,Black Forest Gâteau,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,1,Somewhere West of Madeira Cake,8,Black Forest Cherry Tree,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Marie,Campbell,6,1,Zingy Citrus Madeira Cake,3,A Walk in the Black Forest,66,Retired,"Auchterarder, Perthshire",STAR BAKER
Mat,Riley,6,1,Gin and Tonic Madeira Cake,7,Black Forest Gateau,37,Fire fighter,London,IN
Nadiya,Hussain,6,1,Orange and Green Cardamom Madeira Cake,12,Quadruple Chocolate Black Forest Gâteau,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,1,"Lemon, Ginger and Caraway Seed Madeira Cake",10,Black Forest Chocolate Creation,49,Prison governor,"Swansea, Wales",IN
Sandy,Docherty,6,1,Madeira Cake with Almond Liqueur and Chopped Apricots,9,Black Forest Gâteau,49,Child welfare officer,"Yeadon, West Yorkshire",IN
Stu,Henshall,6,1,Marley Madeira Cake,11,Purple Forest Gâteau,35,Professional musician,"Guildford, Surrey",OUT
Tamal,Ray,6,1,Pistachio and Rose Madeira Cake,4,Black Forest Gâteau in a Chocolate Shell,29,Trainee anaesthetist,Manchester,IN
Ugnė,Bubnaityte,6,1,Lemon and Thyme Madeira Cake,1,Falling Cup Gâteau,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",IN
Alvin,Magallanes,6,2,"Jackfruit, Pistachio and Macadamia Biscotti",6,Gingerbread Box filled with Brandy Snaps,37,Nurse,"Bracknell, Berkshire",IN
Dorret,Conway,6,2,Almond and Apricot Biscotti with Amber Sugar Crystals,1,Box of Frogs,53,Accountant,"Penwortham, Lancashire",IN
Flora,Shedden,6,2,Wedding Biscotti,2,Honey and Earl Grey Tea Box,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,2,"Orange, Rosemary and Almond Biscotti",3,Sandwich de la Confiture,41,Travel photographer,"Great Wilbraham, Cambridgeshire",STAR BAKER
Marie,Campbell,6,2,Biscotti Italiano,11,Russian Box,66,Retired,"Auchterarder, Perthshire",OUT
Mat,Riley,6,2,"Pistachio, Cranberry and White Chocolate Biscotti",5,Gingerbread Fire Engine,37,Fire fighter,London,IN
Nadiya,Hussain,6,2,"Coconut, Fennel and Pistachio Biscotti",9,Box of Fortunes,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,2,"Chocolate, Hazelnut and Fig Biscotti",10,Memory Box,49,Prison governor,"Swansea, Wales",IN
Sandy,Docherty,6,2,Chocolate Chunk and Hazelnut Biscotti,4,Sundried Tomato Cheese Biscuit Box,49,Child welfare officer,"Yeadon, West Yorkshire",IN
Tamal,Ray,6,2,"Cinnamon, Maple and Cranberry Biscotti",8,Chessboard Box,29,Trainee anaesthetist,Manchester,IN
Ugnė,Bubnaityte,6,2,White Wine Biscotti,7,Baby Climbing into the Cookie Box,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",IN
Alvin,Magallanes,6,3,"Prosciutto, Manchego and Balsamic Onion Soda Breads",4,Cornucopia,37,Nurse,"Bracknell, Berkshire",IN
Dorret,Conway,6,3,Walnut and Stilton Soda Breads,6,Unmade Bread,53,Accountant,"Penwortham, Lancashire",OUT
Flora,Shedden,6,3,Fig and Hazelnut Rye Breads,2,Herb Couture,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,3,Wild Garlic Pesto Soda Breads,1,Flour Power,41,Travel photographer,"Great Wilbraham, Cambridgeshire",STAR BAKER
Mat,Riley,6,3,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",8,Curry Inspired Brighton Pavilion,37,Fire fighter,London,IN
Nadiya,Hussain,6,3,Mexican Bread with Warm Tomato Salsa,9,Snake Charmer's Basket,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,3,Cranberry and Orange Sweet Soda Breads,10,King of the Jungle,49,Prison governor,"Swansea, Wales",IN
Sandy,Docherty,6,3,Soda Breads with Smoked Bacon and Onion,7,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,49,Child welfare officer,"Yeadon, West Yorkshire",IN
Tamal,Ray,6,3,"Fig, Cheese and Walnut Breads",3,Breadcycle,29,Trainee anaesthetist,Manchester,IN
Ugnė,Bubnaityte,6,3,Chocolate Quick Breads with Salted Caramel Sauce,5,Easter Basket,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",IN
Alvin,Magallanes,6,4,Blackberry Crème Brûlées,9,Tower of Fruits Cheesecakes,37,Nurse,"Bracknell, Berkshire",IN
Flora,Shedden,6,4,Rhubarb and Ginger Crème Brûlées,3,Elderflower and Granola Cheesecakes,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,4,Pomegranate Two Ways Crème Brûlées,4,Trio of Spicy and Herby Baked Cheesecakes,41,Travel photographer,"Great Wilbraham, Cambridgeshire",STAR BAKER
Mat,Riley,6,4,Coconut Crème Brûlées,7,Chocolate Bar Cheesecakes,37,Fire fighter,London,IN
Nadiya,Hussain,6,4,Cinnamon Tea Crème Brûlées,8,Fizzy Pop Cheesecakes,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,4,Almond Crème Brûlées,1,Berry Cheesecake Tower,49,Prison governor,"Swansea, Wales",IN
Sandy,Docherty,6,4,Pontefract Crème Brûlées,6,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",49,Child welfare officer,"Yeadon, West Yorkshire",OUT
Tamal,Ray,6,4,Rhubarb and Ginger Crème Brûlées,5,"Mango, Hazelnut and Rosemary Cheesecake Trio",29,Trainee anaesthetist,Manchester,IN
Ugnė,Bubnaityte,6,4,Marula Fruit and Coffee Liqueur Crème Brûlées,2,"Lime, Coconut and Hazelnut Cheesecakes",32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",IN
Alvin,Magallanes,6,5,Pineapple Upside Down Cake,8,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",37,Nurse,"Bracknell, Berkshire",IN
Flora,Shedden,6,5,"Pistachio, Apple and Cardamom Madeleine Cake",3,Chocolate and Pear Bûche,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,5,Honey and Flowers Cake,5,Dessert Island,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Mat,Riley,6,5,Sugar Free Carrot Cake,4,Raspberry and Coconut Ice Cream Roll,37,Fire fighter,London,IN
Nadiya,Hussain,6,5,Naked Blueberry and Caraway Crunch Cake,1,Chocolate and Strawberry Lime Ice Cream Roll,30,Full-time mother,Leeds / Luton,STAR BAKER
Paul,Jagger,6,5,Carrot & Pecan Cake,2,Dessert Island Getaway,49,Prison governor,"Swansea, Wales",IN
Tamal,Ray,6,5,Honey and Grapefruit Polenta Cake,7,Passion Fruit and Pineapple Ice Cream Roll,29,Trainee anaesthetist,Manchester,IN
Ugnė,Bubnaityte,6,5,Chocolate and Hazelnut Sugar-Free Cake,6,"Chocolate, Peanut Butter and Grape Jam Roll",32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",OUT
Alvin,Magallanes,6,6,Plum Frangipane Tart,6,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,37,Nurse,"Bracknell, Berkshire",OUT
Flora,Shedden,6,6,Apricot and Rosemary Frangipane Tart,2,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,6,Pear and Raspberry Frangipane Tart,3,vol-au-vents Terre et Mer,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Mat,Riley,6,6,Piña Colada Frangipane Tart,1,His 'n' Hers Vol-au-vents,37,Fire fighter,London,STAR BAKER
Nadiya,Hussain,6,6,"Bay Leaf, Rong Tea and Pear Tart",4,Bengali Korma and Clementine with Cod Vol-au-vents,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,6,Christmas Frangipane Tart,5,Savoury and Sweet Bouchées,49,Prison governor,"Swansea, Wales",IN
Tamal,Ray,6,6,Spiced Pear Frangipane Tart,7,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,29,Trainee anaesthetist,Manchester,IN
Flora,Shedden,6,7,Game Pie with Shallot and Apple Chutney,4,"Raspberry, Pomegranate and Champagne Charlotte Russe",19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,7,Roadkill Pie,5,Victoria's Crown Charlotte Russe,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Mat,Riley,6,7,Raised Venison and Pigeon Pie,6,Strawberry Charlotte Russe,37,Fire fighter,London,OUT
Nadiya,Hussain,6,7,Aromatic Raised Game Pie,1,Mango and Raspberry Charlotte Russe,30,Full-time mother,Leeds / Luton,IN
Paul,Jagger,6,7,Not a Boaring Pie,2,Charlotte Rose,49,Prison governor,"Swansea, Wales",IN
Tamal,Ray,6,7,Middle Eastern Game Pie,3,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",29,Trainee anaesthetist,Manchester,STAR BAKER
Flora,Shedden,6,8,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,3,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,19,Art gallery assistant,"Dunkeld, Perth and Kinross",IN
Ian,Cumming,6,8,Mont Blanc & Black Forest Gâteau Horns,2,Nun with Hidden Passions,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Nadiya,Hussain,6,8,Rose Pistachio and Mocha Hazelnut Horns,1,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,30,Full-time mother,Leeds / Luton,STAR BAKER
Paul,Jagger,6,8,Café Tipple & Banana Crunch-away Horns,5,Religieuse à l'ancienne,49,Prison governor,"Swansea, Wales",OUT
Tamal,Ray,6,8,Lime & Mascarpone and Malt Cream Horns,4,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,29,Trainee anaesthetist,Manchester,IN
Flora,Shedden,6,9,Passion Fruit and Chocolate Tart,1,Cocoa Carousel,19,Art gallery assistant,"Dunkeld, Perth and Kinross",OUT
Ian,Cumming,6,9,Chocolate and Bay Tart,3,Chocolate Well,41,Travel photographer,"Great Wilbraham, Cambridgeshire",IN
Nadiya,Hussain,6,9,Peanut Salted Caramel and Chocolate Tart,4,Peacock in Nan's Door,30,Full-time mother,Leeds / Luton,STAR BAKER
Tamal,Ray,6,9,Chocolate New York Pie,2,Chocolate Bell Tower,29,Trainee anaesthetist,Manchester,IN
Ian,Cumming,6,10,Elderflower and Lemon & Spiced Buns,2,Colossal Curvy Carrot Cake,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Runner-up
Nadiya,Hussain,6,10,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,1,My Big Fat British Wedding Cake,30,Full-time mother,Leeds / Luton,WINNER
Tamal,Ray,6,10,Cinnamon and Apple & Toffee and Marmalade Iced Buns,3,Sticky Toffee Pudding Cake,29,Trainee anaesthetist,Manchester,Runner-up
Andrew,Smyth,7,1,Lemon and Rosemary Drizzle Cake,12,'Ultimate Indulgence' Mirror Glaze Cake,25,Aerospace engineer,"Derby / Holywood, County Down",IN
Benjamina,Ebuehi,7,1,"Pistachio, Cardamom and Lemon Drizzle Cake",6,White Chocolate Mirror Glaze with Salted Praline Buttercream,23,Teaching assistant,South London,IN
Candice,Brown,7,1,Raspberry and Rhubarb Drizzle Custard Bundt Cake,5,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",31,PE teacher,"Barton-Le-Clay, Bedfordshire",IN
Jane,Beedle,7,1,Lemon and Poppy Seed Drizzle Cake,7,Chocolate Orange Mirror Cake,61,Garden designer,Beckenham,STAR BAKER
Kate,Barmby,7,1,Berry Best Apple and Bramble Drizzle Cake,4,One Swallow Does Not Make A Summer Cake,37,Nurse,"Brooke, Norfolk",IN
Lee,Banfield,7,1,St. Clements Orange and Lemon Drizzle Cake,11,Strawberry Surprise Mirror Cake,67,Pastor,Bolton,OUT
Louise,Williams,7,1,Orange Liqueur and Lemonade Drizzle Cake,9,White Chocolate Trifle Mirror Glaze Cake,46,Hairdresser,Cardiff,IN
